LIC_NAME,BLK_HOUSE,STR_NAME,UNIT_NO,POSTCODE,LIC_NO,INC_CRC,FMEL_UPD_D,latitude,longitude
COLD STORAGE SINGAPORE (1983) PTE LTD,26,JALAN MEMBINA,7,161026,CE11C49E000,4B9FC10E8288D387,2.01711E+13,1.282634377,103.8255958
COLD STORAGE SINGAPORE (1983) PTE LTD,4,HILLVIEW RISE,7,667979,SW14542A000,BC39CA3A2186F0FF,2.01711E+13,1.362674503,103.7641729
COLD STORAGE SINGAPORE (1983) PTE LTD,845,GEYLANG ROAD,8,400845,E02048C000,431ADABEDA19B75B,2.01711E+13,1.316544678,103.8942894
TANESEI RETAILING PTE. LTD.,112,EAST COAST ROAD,9,428802,SE11A69V000,6ADEFEBCFB907C4C,2.01711E+13,1.30523472,103.9050149
SHENG SIONG SUPERMARKET PTE LTD,446,FAJAR ROAD,1,670446,NW17421C000,1635D8713E8BB1C0,2.01711E+13,1.384005819,103.7710296
COLD STORAGE SINGAPORE (1983) PTE LTD,475,CHOA CHU KANG AVENUE 3,1,680475,J02010E000,B55F09E3E2D3C583,2.01711E+13,1.378056138,103.7389318
U STARS PTE. LTD.,810,CHOA CHU KANG AVENUE 7,1,680810,SW16D52V000,8B8C2E118EBB3598,2.01711E+13,1.374057967,103.7461601
FORTUNE SUPERMARKET PTE. LTD.,780,WOODLANDS CRESCENT,1,730780,NW15220L000,6C0F13C3F87F6654,2.01711E+13,1.448341542,103.8010572
HAO MART PTE. LTD.,505,CANBERRA LINK,1,750505,NW16763X000,733B18B4ACCAF368,2.01711E+13,1.450262017,103.8225347
U STARS SUPERMARKET PTE. LTD.,218,SUMANG WALK,1,820218,NE16747J000,6801753CCE93D6C0,2.01711E+13,1.40322712,103.895387
SHENG SIONG SUPERMARKET PTE LTD,301,PUNGGOL CENTRAL,1,820301,NE09359K000,368A58B59E61ED3A,2.01711E+13,1.403719394,103.906138
ANG MO SUPERMARKET PTE LTD,639,PUNGGOL DRIVE,1,820639,NE10113B000,744B7E524E86F37A,2.01711E+13,1.399461173,103.9160545
COLD STORAGE SINGAPORE (1983) PTE LTD,671,EDGEFIELD PLAINS,1,820671,NE15611B000,88A54805C5AC09E5,2.01711E+13,1.405660475,103.9119913
SHENG SIONG SUPERMARKET PTE LTD,1,JALAN BERSEH,2,209037,E02140N000,0345D533171F248C,2.01711E+13,1.307785101,103.857011
SWISS BUTCHERY PTE LTD,56,TANGLIN ROAD,2,247964,CE08808B000,D99248D34354E1BE,2.01711E+13,1.305611671,103.8229629
COLD STORAGE SINGAPORE (1983) PTE LTD,501,BUKIT TIMAH ROAD,2,259760,CE06464C000,D1ABF0A0B5C637CE,2.01711E+13,1.322573176,103.8142455
CP MANAGEMENT SERVICES PRIVATE LIMITED,80,TANAH MERAH COAST ROAD,2,498820,SE11799C000,599829D46E4420F1,2.01711E+13,1.326743945,104.0035785
VINAYAK TRADERS PTE. LTD.,27,PENJURU WALK,9-Aug,608538,SW14A33P000,A0432C0990529075,2.01802E+13,1.319238114,103.7328825
TASTE (SINGAPORE) PRIVATE LIMITED,118,HOLLAND AVENUE,10-Jan,278997,CE17174A000,DBF9D2A6796F3D09,2.01802E+13,1.310529787,103.7961052
SHENG SIONG SUPERMARKET PTE LTD,18,YISHUN AVENUE 9,10-Jun,768897,NW16388B000,C02858D0C7FCA12C,2.01802E+13,1.433031981,103.8416008
PRIME SUPERMARKET (1996) PTE LTD,253,CHOA CHU KANG AVENUE 1,10-Jul,680253,J02018L000,46CC84CC4F0D3913,2.01802E+13,1.377439626,103.7443832
CAVEMEN PTE. LTD.,1,JALAN DUSUN,10-Sep,329363,CE17A77E000,F4449940E4C4ABD0,2.01802E+13,1.326965409,103.8436742
COLD STORAGE SINGAPORE (1983) PTE LTD,442,ORCHARD ROAD,11-Jan,238879,CE15577J000,989ED1BC8569B55D,2.01802E+13,1.307668615,103.8281644
COLD STORAGE SINGAPORE (1983) PTE LTD,176,ORCHARD ROAD,11-Sep,238843,W89166E000,17CFC6C924B84529,2.01802E+13,1.301978047,103.8397589
PRIME SUPERMARKET (1996) PTE LTD,50,NANYANG AVENUE,26-Jan,639798,SW15D03B000,1D5749FF4E6AF346,2.01802E+13,1.346764655,103.6788181
COLD STORAGE SINGAPORE (1983) PTE LTD,2,FIRST STREET,16-May,458278,SE13S89V000,30A8716BD32C4F42,2.01802E+13,1.312753299,103.9236579
MOHAMAD DAMAR HULAN BIN OSMAN,212,CHANGI ROAD,,419735,SE12H46E000,91358F6644582728,2.01802E+13,1.317149736,103.9039652
THE FOODSPREE PTE LTD,162,JOO CHIAT ROAD,1,427437,SE17760J000,6B70C98334A7900E,2.01711E+13,1.31290446,103.8997113
HAO MART PTE. LTD.,15,SIGLAP ROAD,1,448912,SE06112L000,B31A9CAEF4BD12EC,2.01711E+13,1.307060675,103.9237697
COLD STORAGE SINGAPORE (1983) PTE LTD,348,BEDOK ROAD,1,469560,E02047E000,4835124FDE1C7B9A,2.01711E+13,1.331426856,103.9482571
SHENG SIONG SUPERMARKET PTE LTD,739A,BEDOK RESERVOIR ROAD,1,471739,S02048B000,40A738BBDE9EE8FA,2.01711E+13,1.338242025,103.9233039
COLD STORAGE SINGAPORE (1983) PTE LTD,440,PASIR RIS DRIVE 4,1,510440,S02033P000,353C727A2E363784,2.01711E+13,1.368998006,103.9586476
SHENG SIONG SUPERMARKET PTE LTD,527D,PASIR RIS STREET 51,1,514527,NE15276N000,C214942E4161701D,2.01711E+13,1.369686248,103.9479224
COLD STORAGE SINGAPORE (1983) PTE LTD,982,BUANGKOK CRESCENT,1,530982,S02185J000,031E40D3FEF38A83,2.01711E+13,1.380850347,103.8793091
L M MEAT PTE. LTD.,10,SINARAN DRIVE,55,307506,CE07T39B000,3FF83B006D88AA4B,2.01807E+13,1.320429679,103.8438921
FISHOP PTE. LTD.,370,ALEXANDRA ROAD,58,159953,CE07B77K000,28E3628D4568AB92,2.01807E+13,1.288614691,103.80501
HONG HENG SENG,5,BANDA STREET,92,50005,W02076J000,6E74948EC7D9ED8B,2.01807E+13,1.281197378,103.8434373
COLD STORAGE SINGAPORE (1983) PTE LTD,2,JURONG EAST STREET 21,100,609601,C02026X000,5667B9EA3683CA7E,2.01807E+13,1.335024304,103.7466382
U STARS SUPERMARKET PTE. LTD.,345,CLEMENTI AVENUE 5,78,120345,C02047J000,01D0EB935D16A631,2.01711E+13,1.317702819,103.7690767
KEK HONG HENG,23,PENJURU WALK,81,608537,SW11512N000,FE19D2BDE3D1F3D8,2.01711E+13,1.318009813,103.7319489
LIM KING CHEW,6,HOUGANG AVENUE 3,82,530006,S02025P000,1A895F32C8AE029B,2.01711E+13,1.362714462,103.8939805
COLD STORAGE SINGAPORE (1983) PTE LTD,80,MARINE PARADE ROAD,84,449269,E02027N000,8F1010F8C89F11EE,2.01711E+13,1.301191315,103.9051136
PRIME SUPERMARKET (1996) PTE LTD,18,BEDOK SOUTH ROAD,87,460018,E75097C000,8F06CB55CF827A37,2.01711E+13,1.320625059,103.9347342
SHENG SIONG SUPERMARKET PTE LTD,18,TECK WHYE LANE,95,680018,SW11423N000,3E77913DDFAFABC6,2.01711E+13,1.378297682,103.7540714
COLD STORAGE SINGAPORE (1983) PTE LTD,118,ALJUNIED AVENUE 2,100,380118,E02045K000,1914E450786226A9,2.01711E+13,1.320000409,103.8873631
SHENG SIONG SUPERMARKET PTE LTD,4,LORONG 7 TOA PAYOH,107,310004,S97079B000,E5C75EE5144F7D35,2.01711E+13,1.339044798,103.8555411
MCP FAIRMART PTE LTD,89,BEDOK NORTH STREET 4,107,460089,SE04109X000,47C2F9061840D0BB,2.01711E+13,1.33233468,103.9380513
ONE EIGHT SHOP PTE. LTD.,104,JURONG EAST STREET 13,110,600104,C02051P000,6AFBF09ADA48B550,2.01711E+13,1.336584653,103.7376233
COLD STORAGE SINGAPORE (1983) PTE LTD,376,BUKIT BATOK STREET 31,116,650376,J02021A000,14691F27403F0437,2.01711E+13,1.358317047,103.7495799
COLD STORAGE SINGAPORE (1983) PTE LTD,509,BEDOK NORTH STREET 3,121,460509,E02033X000,DBC4E5F58BFBC41A,2.01711E+13,1.333066482,103.9310914
HAO MART PTE. LTD.,487B,TAMPINES STREET 45,123,521487,NE16875P000,E3FAC5AE02485B70,2.01711E+13,1.35998567,103.9582477
COLD STORAGE SINGAPORE (1983) PTE LTD,102,YISHUN AVENUE 5,125,760102,NW04014P000,502E558822C8BBB2,2.01711E+13,1.430618285,103.828763
COLD STORAGE SINGAPORE (1983) PTE LTD,8,TELOK BLANGAH CRESCENT,171,90008,W74072X000,4D8CBBA81AEA0B48,2.01711E+13,1.277795394,103.8193413
COLD STORAGE SINGAPORE (1983) PTE LTD,21,GHIM MOH ROAD,177,270021,C79031J000,B6E8BEA1549C78B1,2.01711E+13,1.310081186,103.7885329
PRIME SUPERMARKET LIMITED,159,BUKIT BATOK STREET 11,178,650159,SW04097K000,7CE6D616AAB9E0B8,2.01711E+13,1.348575367,103.7427086
SHENG SIONG SUPERMARKET PTE LTD,845,YISHUN STREET 81,184,760845,B02008E000,F73842A56A4B09A1,2.01711E+13,1.416018798,103.8350008
COLD STORAGE SINGAPORE (1983) PTE LTD,306,UBI AVENUE 1,185,400306,E02030B000,24FC585C5D8DC210,2.01711E+13,1.329872197,103.9019297
ANG MO SUPERMARKET PTE LTD,642,HOUGANG AVENUE 8,197,530642,S93171X000,5FADCA4B621EA5B3,2.01711E+13,1.371703425,103.879939
EN FROZEN PTE LTD,1,GEYLANG SERAI,198,402001,SE11317V000,B550DA1FD304D649,2.01711E+13,1.316725152,103.8979774
LAURELS FOODS SUPPLIERS PTE LTD,2,PANDAN VALLEY,204,597626,C02031B000,BB27373EF4F27873,2.01711E+13,1.320441712,103.7789725
SHENG SIONG SUPERMARKET PTE LTD,925,YISHUN CENTRAL 1,211,760925,B02038P000,D235B3C4A58CE395,2.01711E+13,1.427505479,103.8371253
SHENG SIONG SUPERMARKET PTE LTD,301,WOODLANDS STREET 31,217,730301,B02017C000,64A8DFCD999CAD56,2.01711E+13,1.431505269,103.7735157
TEO BOBBY,253,SERANGOON CENTRAL DRIVE,241,550253,SE05117K000,D114617AB5581E84,2.01711E+13,1.353671028,103.8707568
SHAHUL HAMEED S/O ABDUSALAM,280,TAMPINES STREET 22,244,520280,NE10213X000,8BAE5210234A53DA,2.01711E+13,1.34753519,103.9517028
COLD STORAGE SINGAPORE (1983) PTE LTD,284,BUKIT BATOK EAST AVENUE 3,251,650284,SW07070J000,3652B729F46A939A,2.01711E+13,1.34669905,103.7572767
COLD STORAGE SINGAPORE (1983) PTE LTD,266,SERANGOON CENTRAL DRIVE,255,550266,E02028L000,F3867F9163763643,2.01711E+13,1.353231638,103.8714729
COLD STORAGE SINGAPORE (1983) PTE LTD,56,MARINE TERRACE,259,440056,SE09608P000,8CE628CE4303B82E,2.01711E+13,1.305605703,103.9153761
SHENG SIONG SUPERMARKET PTE LTD,18B,CIRCUIT ROAD,260,372018,SE16233J000,B7D0FE08A8967DDA,2.01711E+13,1.329181056,103.8882484
COLD STORAGE SINGAPORE (1983) PTE LTD,293,YISHUN STREET 22,261,760293,B02039N000,51FA7180CB382D8D,2.01711E+13,1.436114248,103.8376052
PRIME SUPERMARKET (1996) PTE LTD,142,TECK WHYE LANE,281,680142,J02020B000,FF01CED19928BCFB,2.01711E+13,1.380790492,103.7519544
TAN CHUAN BOON,309,HOUGANG AVENUE 5,293,530309,S02031V000,F8DE90AE393B33DE,2.01711E+13,1.366209428,103.8951449
SHENG SIONG SUPERMARKET PTE LTD,108,MCNAIR ROAD,295,321108,CE04558K000,4CC1CB0B8B0201C4,2.01711E+13,1.321619041,103.8593827
PRIME SUPERMARKET LIMITED,962,JURONG WEST STREET 91,300,640962,J02019K000,D51B8945FA526A74,2.01711E+13,1.342017834,103.6914831
MCP FAIRMART PTE LTD,135,JURONG GATEWAY ROAD,317,600135,SW16H72K000,6D7812A14417D165,2.01711E+13,1.333753433,103.7393714
SHENG SIONG SUPERMARKET PTE LTD,115,BEDOK NORTH ROAD,319,460115,E03034J000,E18CE8EB9090BFA4,2.01711E+13,1.331433688,103.9368654
HAO MART PTE. LTD.,74,WHAMPOA DRIVE,332,320074,CE12695A000,8AB069D8BF67D549,2.01711E+13,1.324715806,103.8577529
COLD STORAGE SINGAPORE (1983) PTE LTD,1,COVE AVENUE,,98537,SW12G71E000,C3D5F929E0BF74E9,2.01711E+13,1.247150406,103.839555
COLD STORAGE SINGAPORE (1983) PTE LTD,1,MARITIME SQUARE,,99253,C03010C000,41CC26A55FE32FD1,2.01711E+13,1.262063365,103.8186256
L M MEAT PTE. LTD.,154,WEST COAST ROAD,14,127371,SW13368A000,50EDCA333459AAED,2.01711E+13,1.303582691,103.7652845
U STARS PTE. LTD.,817,KEAT HONG LINK,14,680817,SW17728C000,7BD5B543B421E5B1,2.01711E+13,1.377543843,103.7497
GURU'S MARKETING PTE. LTD.,27,PENJURU WALK,15,608538,SW14A98C000,A0432C09253BE603,2.01711E+13,1.319238114,103.7328825
ISETAN (SINGAPORE) LIMITED?,350,ORCHARD ROAD,0,238868,W02078C000,3C154CA4E781061B,2.01711E+13,1.305809792,103.8315073
SHENG SIONG SUPERMARKET PTE LTD,420A,CLEMENTI AVENUE 1,1,121420,SW12M67E000,DE18128F153BF8DA,2.01711E+13,1.309733314,103.7686373
COLD STORAGE SINGAPORE (1983) PTE LTD,101,CLEMENTI ROAD,1,129787,SW12G70J000,6C94406E7980DE1E,2.01711E+13,1.301761307,103.7693694
SHENG SIONG SUPERMARKET PTE LTD,85,DAWSON ROAD,1,141085,CE15J25N000,0719F41B2685D412,2.01711E+13,1.295319669,103.8097586
COLD STORAGE SINGAPORE (1983) PTE LTD,252,NORTH BRIDGE ROAD,1,179103,W02080P000,8B7EB61131D50013,2.01711E+13,1.293893588,103.8531199
COLD STORAGE SINGAPORE (1983) PTE LTD,391A,ORCHARD ROAD,1,238873,W02071X000,80D12C516AF6A370,2.01711E+13,1.302424179,103.8346761
COLD STORAGE SINGAPORE (1983) PTE LTD,260,KIM KEAT AVENUE,1,310260,S02204N000,E12DD20C880150F2,2.01711E+13,1.332112774,103.8573781
NTUC FAIRPRICE CO-OPERATIVE LTD,170,STIRLING ROAD,1147,140170,W70029L000,083909CF5A11C1D9,2.01901E+13,1.290909183,103.8031076
NTUC FAIRPRICE CO-OPERATIVE LTD,133,NEW BRIDGE ROAD,1,59413,W90084A000,FC1B4354666A9811,2.01901E+13,1.284998839,103.8446971
COLD STORAGE SINGAPORE (1983) PTE LTD,101,THOMSON ROAD,52,307591,W02065N000,65E2947E894C02E6,2.01711E+13,1.317334643,103.8434632
COLD STORAGE SINGAPORE (1983) PTE LTD,21,HOUGANG STREET 51,52,538719,S97166P000,66FF1CEE29C4C715,2.01711E+13,1.379245288,103.887832
TEO BOBBY,29,CHAI CHEE AVENUE,62,460029,E02072C000,A81AA2A3337923E7,2.01711E+13,1.324760407,103.9243702
LOH NYEN YIU,5001,BEACH ROAD,64,199588,W02081N000,635E6A29436D68D7,2.01711E+13,1.302751218,103.8651636
ARCHANA PROVISION STORES PTE. LTD,27,PENJURU WALK,7-Jun,608538,SW15051V000,A0432C0985FCC4C3,2.01802E+13,1.319238114,103.7328825
KINGSMART PTE. LTD.,30,PENJURU PLACE,7-Jun,608557,SW07E27X000,0F6D13BF0DC0EF26,2.01802E+13,1.316210423,103.7325272
AP HOUSE PTE. LTD.,12,MARINA VIEW,8-Jun,18961,CE13Z38L000,C03E4F08E8A27439,2.01802E+13,1.278307303,103.8507952
HAO MART PTE. LTD.,54,BAYSHORE ROAD,8-Jul,469979,SE06125B000,E7685B45E7065C1E,2.01802E+13,1.31179545,103.9368945
COLD STORAGE SINGAPORE (1983) PTE LTD,20,EASTWOOD ROAD,9-Jul,486442,E02026P000,B5DBBE626BDFD653,2.01802E+13,1.321447691,103.9554195
U STARS SUPERMARKET PTE. LTD.,330,ANCHORVALE STREET,1,540330,CE15B61K000,D250CAB12D8D3A0D,2.01711E+13,1.396849794,103.8892468
U STARS SUPERMARKET PTE. LTD.,215C,COMPASSVALE DRIVE,1,543215,NE17098V000,793A9BCB421F13D1,2.01711E+13,1.389770254,103.8927872
PRIME SUPERMARKET (1996) PTE LTD,542B,SERANGOON NORTH AVENUE 3,1,552542,CE12H94B000,ADD3BD299418E130,2.01711E+13,1.373683929,103.871417
SHENG SIONG SUPERMARKET PTE LTD,200,UPPER THOMSON ROAD,1,574424,S02058V000,831F1DF2843B26CE,2.01711E+13,1.351844982,103.8360537
PHAN NEE INVESTMENTS (S) PTE LTD,2C,YISHUN AVENUE 7,3,768930,NW11577N000,0191B775DD3073E5,2.01711E+13,1.44518329,103.8379632
COLD STORAGE SINGAPORE (1983) PTE LTD,201,YISHUN AVENUE 2,3,769092,CE05039P000,80B0CB527C73AAFD,2.01711E+13,1.417383367,103.8329799
GW TRADER PTE. LTD.,8,SELETAR NORTH LINK,3,797455,CE15023A000,C4B92BA307F65241,2.01711E+13,1.418331379,103.8964479
PHANG NEE ENTERPRISE PTE. LTD.,2D,JALAN PAPAN,4,619415,SW09426V000,E648E4A883B5F03D,2.01711E+13,1.320787913,103.7297513
SHENG SIONG SUPERMARKET PTE LTD,312A,SUMANG LINK,4,821312,NE15211C000,B6B14868AA512083,2.01711E+13,1.410819263,103.9003717
FOUR SEASONS ORGANIC MARKET PTE. LTD.,80,MARINE PARADE ROAD,83A,449269,SE10553J000,8F1010F867E6823A,2.01711E+13,1.301191315,103.9051136
THE BUTCHER (SINGAPORE) PTE. LTD.,80,MARINE PARADE ROAD,83B,449269,SE05244V000,8F1010F8F042E045,2.01711E+13,1.301191315,103.9051136
SHENG SIONG SUPERMARKET PTE LTD,352,CLEMENTI AVENUE 2,91&99,120352,SW07331C000,562A45952D810D4C,2.01711E+13,1.314278609,103.7713506
SHENG SIONG SUPERMARKET PTE LTD,544,JURONG WEST STREET 42,97/99,640544,J02009N000,3C89C17544EA684C,2.01711E+13,1.352393576,103.7157595
THNG SAIK MONG,108,CLEMENTI STREET 11,K1,120108,NW06239N000,EC8E203FA856D486,2.01711E+13,1.322123938,103.7702659
HAO MART PTE. LTD.,222,BISHAN STREET 23,K1,570222,CE17A46V000,F48D7D476EB9E37F,2.01711E+13,1.358035243,103.8482085
COLD STORAGE SINGAPORE (1983) PTE LTD,9,TAMPINES STREET 32,30,529286,S02036K000,A5B097A242B8FB73,2.01711E+13,1.354364936,103.9600422
SHENG SIONG SUPERMARKET PTE LTD,200,WOODLANDS INDUSTRIAL PARK E7,30,757177,NW11702X000,41FBB24812E8C6AB,2.01711E+13,1.45074973,103.7968465
MAHOTA FOOD PTE. LTD.,809,FRENCH ROAD,31,200809,CE16445A000,4A222C796326E0C7,2.01711E+13,1.30832701,103.8620059
GURU'S MARKETING PTE. LTD.,1,JALAN PAPAN,31,619392,SW16735N000,1E09589A3EDD3F36,2.01711E+13,1.320484261,103.7267228
VINAYAK TRADERS PTE. LTD.,1,JALAN PAPAN,33,619392,SW16814X000,1E09589A5C0BA14C,2.01711E+13,1.320484261,103.7267228
COLD STORAGE SINGAPORE (1983) PTE LTD,768,WOODLANDS AVENUE 6,34,730768,B02012N000,950F57EF3B788BCD,2.01711E+13,1.445622899,103.798141
CHENNAI TRADING & SUPERMART PTE. LTD.,1,JALAN PAPAN,35,619392,SW16921N000,1E09589A4A78159F,2.01711E+13,1.320484261,103.7267228
AJMAL TRADE MART PTE. LTD.,23,MANDAI ESTATE,21,729937,NW09331A000,F91E53BF15A78A43,2.01711E+13,1.406312045,103.7605617
L M MEAT PTE. LTD.,5,CHANGI BUSINESS PARK CENTRAL 1,23,486038,SE11D22K000,5B8B133D6E6BE963,2.01711E+13,1.334325154,103.9623893
SHENG SIONG SUPERMARKET PTE LTD,27,PENJURU WALK,24,608538,SW14817E000,A0432C09836AEEC5,2.01711E+13,1.319238114,103.7328825
SUN TRG & CON PTE LTD,280,WOODLANDS INDUSTRIAL PARK E5,24,757322,NW17024A000,754CC3103C3CE483,2.01711E+13,1.451325053,103.7910952
SHENG SIONG SUPERMARKET PTE LTD,52,CHIN SWEE ROAD,25,160052,W02332N000,A72765F2B59D66AA,2.01711E+13,1.287082788,103.8415801
COLD STORAGE SINGAPORE (1983) PTE LTD,1,SENGKANG SQUARE,25,545078,NE16363K000,51B8227CD39000F8,2.01711E+13,1.392094149,103.89498
COLD STORAGE SINGAPORE (1983) PTE LTD,604,SEMBAWANG ROAD,25,758459,NW08385B000,3586AEA48D4E8AB7,2.01711E+13,1.441767147,103.8244951
SONG FISH DEALER PTE LTD,133,NEW BRIDGE ROAD,26,59413,CE14938E000,FC1B435462B52865,2.01711E+13,1.284998839,103.8446971
SONG FISH DEALER PTE LTD,1,JURONG WEST CENTRAL 2,26,648886,C99107C000,CB590967FAAD5A27,2.01711E+13,1.339830148,103.7064609
COLD STORAGE SINGAPORE (1983) PTE LTD,259,PASIR RIS STREET 21,27,510259,NE16139A000,652C0F81498EFE84,2.01711E+13,1.366453633,103.9645985
NG CHAI SENG,109,BUKIT PURMEI ROAD,155,90109,W02100V000,8CB56E5DF3589216,2.01807E+13,1.273929408,103.8253108
PRIME SUPERMARKET LIMITED,373,BUKIT BATOK STREET 31,248,650373,J02017N000,E07CF209E7368285,2.01807E+13,1.358946367,103.7503658
ANG KEN CHUA,410,CHOA CHU KANG AVENUE 3,341,680410,J02008P000,BCB1102BA5E932A1,2.01807E+13,1.380627985,103.7415201
HAO MART PTE. LTD.,537,BEDOK NORTH STREET 3,555,460537,E82118V000,5A69B1720FA9BADE,2.01807E+13,1.331773017,103.9242365
COLD STORAGE SINGAPORE (1983) PTE LTD,21,TAMPINES NORTH DRIVE 2,,528765,NE07474A000,B50CCE3157A8E08E,2.01711E+13,1.372101695,103.9319999
SARATHI STORES PTE LTD,91,UPPER PAYA LEBAR ROAD,,534821,SE12F88V000,C3F4B6EEFA4CE889,2.01711E+13,1.337484921,103.8870042
SIVAMANI MINIMART PTE LTD,141,UPPER PAYA LEBAR ROAD,,534846,SE08722A000,A0EB7400D23CF464,2.01711E+13,1.338882304,103.8861093
HAO MART PTE. LTD.,16,JALAN KURAS,,577729,CE12V01C000,03EB061A9288FA03,2.01711E+13,1.373079467,103.8296309
ALTERNATIVE SELECTION PTE. LTD.,29,BINJAI PARK,,589831,NW15264K000,B605DF777DED4788,2.01711E+13,1.336614749,103.7869692
TUAS SOUTH MINIMART PTE. LTD.,6,TUAS SOUTH STREET 15,,636906,SW16126J000,A7FC4EC09A5810FF,2.01711E+13,1.270677123,103.6361448
NPS IMPEX PTE. LTD,21,TUAS VIEW SQUARE,,637640,SW15681P000,BF85D323906DFB81,2.01711E+13,1.298951467,103.6275179
COLD STORAGE SINGAPORE (1983) PTE LTD,492,JURONG WEST STREET 41,,640492,J03056N000,48DBA5323037FB2F,2.01711E+13,1.35011243,103.7245987
SHENG SIONG SUPERMARKET PTE LTD,7,JURONG WEST AVENUE 5,,649486,SW07209E000,C9A2693BECFDA5D3,2.01711E+13,1.348784895,103.7034157
COLD STORAGE SINGAPORE (1983) PTE LTD,464,UPPER BUKIT TIMAH ROAD,,678077,J02011C000,5D6986E9DC48CF0A,2.01711E+13,1.360123706,103.7675424
GOWRI'S GLOBAL MARKETING PTE. LTD.,460,MANDAI ROAD,,729760,NW16252K000,CE26C864CF610B86,2.01711E+13,1.410722194,103.768396
BALASUBRAMANIYAN KANNADASAN,257,KRANJI ROAD,,739503,J87134E000,46C1FE5A7CAF6D6F,2.01711E+13,1.435945359,103.7540084
AJMAL TRADE MART PTE. LTD.,12,KRANJI ROAD,,739522,SW12L48X000,766E1053F78FFEA2,2.01711E+13,1.430693589,103.7592373
DE ESPERTO MINIMART PTE. LTD.,190,WOODLANDS INDUSTRIAL PARK E7,,757178,NW14006E000,CAAEE3DF101963D5,2.01711E+13,1.451220636,103.7978534
PHAN NEE TRADING LLP,49,ADMIRALTY ROAD WEST,,757444,NW10192C000,44EE12AC694A7E17,2.01711E+13,1.461388538,103.8181113
BANGLADESH SUPER MARKET PTE. LTD.,1024,SEMBAWANG ROAD,,758498,B90051N000,F9262E9E10517BDA,2.01711E+13,1.453436934,103.8325264
LABIBA ENTERPRISE PTE. LTD.,249,JALAN KAYU,,799473,CE13S05E000,0FF35EE831AAA4C4,2.01711E+13,1.396574156,103.8728516
COLD STORAGE SINGAPORE (1983) PTE LTD,266,COMPASSVALE BOW,2,540266,NE06429X000,F586BB6B62A2AA32,2.01711E+13,1.381997031,103.8970311
SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,18,TOH GUAN ROAD EAST,2,608596,SW14017K000,0D089981EC38DB77,2.01711E+13,1.336417981,103.7518074
YS LOGISTICS (S) PTE. LTD.,15,JALAN TEPONG,2,619336,SW11146X000,FDA05FF8FFD2C675,2.01711E+13,1.308593461,103.7223168
MALAR MARKETING PTE. LTD.,69,TUAS SOUTH AVENUE 1,2,637589,SW16H70N000,90E60A52E1DD0ABA,2.01711E+13,1.313358097,103.627437
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,14,TECH PARK CRESCENT,2,638118,SW09288C000,564FD14BF0EB5941,2.01711E+13,1.310694285,103.63019
GOWRI'S GLOBAL MARKETING PTE. LTD.,555,UPPER JURONG ROAD,2,638368,SW08907C000,465BF71AEF1EEEFE,2.01711E+13,1.328886006,103.67713
KAVI TRADERS PTE. LTD.,69R,TUAS SOUTH AVENUE 1,2,639926,SW16B85N000,B6C09A2129D8FC7C,2.01711E+13,1.313322351,103.627917
BISMILLAH MINIMART PTE. LTD.,32,MANDAI ESTATE,2,729939,NW13J23J000,A00ABF469A50CFF3,2.01711E+13,1.407543241,103.758095
FORTUNE SUPERMARKET PTE. LTD.,463,SEMBAWANG DRIVE,2,750463,NW14040B000,87854E986E0B5C5E,2.01711E+13,1.455512083,103.8145403
COLD STORAGE SINGAPORE (1983) PTE LTD,406A,SEMBAWANG DRIVE,2,751406,NW07636K000,5C066E2789C353CC,2.01711E+13,1.452736234,103.8172493
PRIME SUPERMARKET LIMITED,108,PUNGGOL FIELD,2,820108,S02127E000,4AC985587C816F4A,2.01711E+13,1.396526176,103.9088508
U STARS SUPERMARKET PTE. LTD.,261,PUNGGOL WAY,2,820261,NE15440C000,7B4B5C95D3ED11FA,2.01711E+13,1.405413536,103.8968239
COLD STORAGE SINGAPORE (1983) PTE LTD,445,FAJAR ROAD,536,670445,B02026B000,45F42DD3A860C6BA,2.01711E+13,1.383580444,103.7707683
HAO MART PTE. LTD.,205,PETIR ROAD,595,670205,NW16634L000,CF928B697551C00C,2.01711E+13,1.373430253,103.7739241
PRIME SUPERMARKET (1996) PTE LTD,761,YISHUN STREET 72,348,760761,NW12G73N000,0FC68D1ED5B6C2A3,2.01711E+13,1.425398421,103.833259
SHENG SIONG SUPERMARKET PTE LTD,506,TAMPINES CENTRAL 1,361,520506,NE15002X000,7E58C2015549FAEF,2.01711E+13,1.355902185,103.9459122
COLD STORAGE SINGAPORE (1983) PTE LTD,776,PASIR RIS STREET 71,412,510776,NE09314N000,71E21A9890A079BB,2.01711E+13,1.374549287,103.9370882
COLD STORAGE SINGAPORE (1983) PTE LTD,418,YISHUN AVENUE 11,433,760418,B92077A000,34226FE728376EE8,2.01711E+13,1.424899318,103.8472498
PRIME SUPERMARKET LIMITED,25A,CHAI CHEE ROAD,459,461025,E02041X000,114811BB1E2E901E,2.01711E+13,1.323289602,103.9241496
SHENG SIONG SUPERMARKET PTE LTD,539A,BEDOK NORTH STREET 3,477,461539,E02032V000,08CE3D61110B19D9,2.01711E+13,1.332402302,103.9255006
